DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITI1,2018,19.13,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITI2,2018,6.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITI3,2018,2.81,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITI4,2018,60.33,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,LU00,2018,16.21,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL11,2018,911.12,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL12,2018,299.44,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL13,2018,1005.76,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL21,2018,253.44,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL22,2018,216.41,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL23,2018,769.79,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL31,2018,3.97,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL32,2018,333.73,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL33,2018,435.04,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL34,2018,622.45,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL41,2018,879.57,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,NL42,2018,294.65,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL21,2018,565.35,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL22,2018,173.14,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL41,2018,792.64,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL42,2018,406.41,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL43,2018,60.60,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL51,2018,551.47,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL52,2018,237.44,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL61,2018,593.26,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL62,2018,165.81,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL63,2018,563.85,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL71,2018,764.58,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL72,2018,331.16,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL81,2018,449.56,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL82,2018,637.20,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL84,2018,177.92,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL91,2018,168.32,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PL92,2018,673.26,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT11,2018,116.53,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT15,2018,7.39,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT16,2018,145.70,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT17,2018,69.55,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT18,2018,56.35,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT20,2018,7.32,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,PT30,2018,28.85,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,RS11,2018,17.19,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,RS12,2018,95.70,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,RS21,2018,239.39,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,RS22,2018,135.63,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE11,2018,0.00,n
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE12,2018,76.90,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE21,2018,64.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE22,2018,415.90,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE23,2018,120.90,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE31,2018,28.10,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE32,2018,0.00,n
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SE33,2018,11.10,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SI03,2018,41.92,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SI04,2018,31.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SK01,2018,41.48,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SK02,2018,50.20,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SK03,2018,25.38,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,SK04,2018,52.90,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR21,2018,3.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR31,2018,331.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR32,2018,43.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR33,2018,502.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR41,2018,93.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR42,2018,154.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR51,2018,12.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR52,2018,645.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR61,2018,27.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR62,2018,230.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,TR63,2018,109.00,
